annee;tranche_horaire;Loire-Atlantique;Cote d Armor;Calvados;Seine-Maritime;Somme;Nord;Charante Maritime;Gironde;Herault;Bouches-du-Rhone
2017;2945;0.419;0.459;0.484;0.473;0.197;0.233;0.155;0.339;0.203;0.089
2017;2946;0.52;0.448;0.47;0.468;0.208;0.289;0.16;0.358;0.195;0.092
2017;2947;0.618;0.437;0.495;0.505;0.272;0.358;0.182;0.377;0.175;0.092
2017;2948;0.674;0.449;0.527;0.541;0.328;0.391;0.214;0.376;0.142;0.093
2017;2949;0.674;0.439;0.538;0.564;0.371;0.402;0.252;0.368;0.118;0.095
2017;2950;0.637;0.439;0.534;0.571;0.39;0.395;0.279;0.367;0.088;0.084
2017;2951;0.622;0.441;0.526;0.571;0.381;0.377;0.293;0.363;0.063;0.06
2017;2952;0.638;0.441;0.525;0.563;0.353;0.364;0.313;0.375;0.042;0.04
2017;2953;0.621;0.448;0.523;0.556;0.315;0.345;0.331;0.386;0.034;0.036
2017;2954;0.547;0.457;0.523;0.568;0.297;0.326;0.306;0.363;0.038;0.045
2017;2955;0.459;0.452;0.535;0.552;0.278;0.309;0.294;0.376;0.07;0.064
2017;2956;0.434;0.425;0.566;0.536;0.252;0.305;0.311;0.428;0.104;0.103
2017;2957;0.47;0.388;0.55;0.54;0.244;0.323;0.305;0.432;0.133;0.143
2017;2958;0.505;0.366;0.527;0.544;0.233;0.337;0.295;0.394;0.134;0.179
2017;2959;0.494;0.425;0.558;0.556;0.261;0.382;0.323;0.432;0.127;0.218
2017;2960;0.513;0.458;0.595;0.572;0.325;0.41;0.308;0.404;0.111;0.249
2017;2961;0.481;0.446;0.592;0.557;0.334;0.413;0.249;0.311;0.095;0.295
2017;2962;0.395;0.42;0.575;0.552;0.367;0.406;0.201;0.245;0.087;0.357
2017;2963;0.323;0.41;0.574;0.586;0.406;0.415;0.187;0.243;0.077;0.388
2017;2964;0.343;0.41;0.586;0.617;0.42;0.444;0.192;0.233;0.068;0.38
2017;2965;0.418;0.442;0.594;0.615;0.413;0.458;0.197;0.224;0.061;0.323
2017;2966;0.477;0.516;0.59;0.6;0.397;0.46;0.2;0.247;0.062;0.235
2017;2967;0.558;0.606;0.605;0.601;0.393;0.468;0.245;0.337;0.083;0.171
2017;2968;0.605;0.675;0.63;0.618;0.391;0.482;0.31;0.44;0.127;0.119
2017;2969;0.606;0.673;0.646;0.644;0.391;0.485;0.376;0.557;0.159;0.075
2017;2970;0.645;0.591;0.636;0.678;0.432;0.523;0.506;0.695;0.155;0.043
2017;2971;0.759;0.544;0.677;0.736;0.479;0.544;0.661;0.816;0.097;0.021
2017;2972;0.809;0.552;0.71;0.739;0.472;0.556;0.713;0.83;0.033;0.005
2017;2973;0.802;0.574;0.687;0.697;0.42;0.562;0.676;0.779;0.004;0.007
2017;2974;0.769;0.61;0.661;0.671;0.436;0.576;0.627;0.764;0.019;0.03
2017;2975;0.712;0.64;0.642;0.678;0.479;0.536;0.622;0.755;0.077;0.053
2017;2976;0.69;0.621;0.641;0.698;0.493;0.491;0.661;0.812;0.185;0.073
2017;2977;0.718;0.587;0.618;0.73;0.519;0.486;0.666;0.785;0.32;0.098
2017;2978;0.768;0.563;0.566;0.697;0.508;0.501;0.694;0.783;0.399;0.123
2017;2979;0.814;0.565;0.571;0.661;0.454;0.523;0.737;0.796;0.426;0.144
2017;2980;0.842;0.574;0.6;0.645;0.358;0.495;0.739;0.772;0.431;0.159
2017;2981;0.875;0.586;0.635;0.662;0.334;0.437;0.721;0.765;0.375;0.176
2017;2982;0.89;0.628;0.711;0.711;0.38;0.421;0.711;0.791;0.297;0.16
2017;2983;0.945;0.721;0.792;0.744;0.394;0.394;0.748;0.885;0.338;0.148
2017;2984;0.967;0.806;0.822;0.756;0.402;0.395;0.782;0.872;0.332;0.213
2017;2985;0.952;0.875;0.849;0.78;0.425;0.416;0.735;0.819;0.278;0.28
2017;2986;0.943;0.89;0.872;0.826;0.484;0.459;0.747;0.813;0.337;0.328
2017;2987;0.957;0.855;0.856;0.829;0.511;0.512;0.75;0.772;0.368;0.416
2017;2988;0.957;0.809;0.809;0.793;0.46;0.525;0.7;0.678;0.39;0.456
2017;2989;0.948;0.819;0.743;0.718;0.379;0.457;0.623;0.661;0.325;0.498
2017;2990;0.923;0.839;0.74;0.664;0.296;0.369;0.607;0.698;0.173;0.436
2017;2991;0.888;0.822;0.797;0.706;0.278;0.298;0.58;0.672;0.154;0.261
2017;2992;0.837;0.783;0.837;0.781;0.35;0.266;0.495;0.491;0.274;0.259
2017;2993;0.777;0.761;0.849;0.827;0.448;0.294;0.408;0.318;0.305;0.384
2017;2994;0.686;0.737;0.849;0.858;0.556;0.374;0.336;0.272;0.223;0.599
2017;2995;0.54;0.711;0.856;0.859;0.616;0.474;0.251;0.227;0.15;0.7
2017;2996;0.305;0.685;0.832;0.842;0.613;0.519;0.162;0.12;0.13;0.72
2017;2997;0.194;0.719;0.793;0.821;0.577;0.571;0.101;0.136;0.116;0.708
2017;2998;0.191;0.679;0.781;0.804;0.547;0.613;0.124;0.491;0.113;0.698
2017;2999;0.297;0.612;0.775;0.814;0.547;0.591;0.356;0.763;0.137;0.706
2017;3000;0.478;0.566;0.732;0.82;0.562;0.587;0.658;0.801;0.186;0.768
2017;3001;0.6;0.47;0.69;0.815;0.577;0.56;0.729;0.78;0.263;0.84
2017;3002;0.66;0.337;0.63;0.794;0.584;0.556;0.707;0.8;0.293;0.876
2017;3003;0.652;0.205;0.57;0.75;0.557;0.554;0.65;0.772;0.264;0.885
2017;3004;0.68;0.152;0.527;0.729;0.583;0.49;0.619;0.711;0.223;0.96
2017;3005;0.722;0.122;0.484;0.69;0.563;0.46;0.562;0.594;0.206;0.968
2017;3006;0.685;0.096;0.426;0.668;0.465;0.451;0.496;0.476;0.005;0.927
2017;3007;0.722;0.088;0.375;0.676;0.45;0.437;0.482;0.45;0.419;0.858
2017;3008;0.699;0.085;0.343;0.702;0.485;0.444;0.559;0.645;0.758;0.511
2017;3009;0.674;0.076;0.329;0.685;0.503;0.464;0.682;0.849;0.848;0.55
2017;3010;0.65;0.079;0.332;0.644;0.481;0.472;0.763;0.9;0.86;0.748
2017;3011;0.646;0.094;0.367;0.618;0.42;0.45;0.772;0.906;0.857;0.835
2017;3012;0.63;0.108;0.374;0.588;0.353;0.42;0.787;0.921;0.832;0.873
2017;3013;0.657;0.113;0.337;0.532;0.292;0.413;0.809;0.937;0.781;0.87
2017;3014;0.705;0.116;0.291;0.48;0.272;0.454;0.797;0.936;0.746;0.862
2017;3015;0.731;0.111;0.24;0.444;0.294;0.51;0.762;0.915;0.739;0.849
2017;3016;0.73;0.095;0.191;0.41;0.33;0.566;0.7;0.862;0.757;0.819
2017;3017;0.697;0.081;0.159;0.367;0.369;0.575;0.613;0.77;0.728;0.811
2017;3018;0.601;0.069;0.157;0.325;0.388;0.573;0.494;0.616;0.69;0.768
2017;3019;0.535;0.076;0.176;0.311;0.391;0.58;0.443;0.54;0.652;0.734
2017;3020;0.522;0.066;0.182;0.309;0.364;0.572;0.428;0.515;0.532;0.736
2017;3021;0.519;0.056;0.192;0.334;0.374;0.538;0.434;0.535;0.503;0.768
2017;3022;0.53;0.071;0.22;0.377;0.407;0.533;0.447;0.555;0.488;0.791
2017;3023;0.535;0.107;0.251;0.399;0.461;0.538;0.451;0.566;0.479;0.803
2017;3024;0.507;0.136;0.277;0.394;0.469;0.492;0.447;0.566;0.491;0.812
2017;3025;0.473;0.144;0.283;0.376;0.47;0.437;0.429;0.552;0.506;0.826
2017;3026;0.436;0.133;0.278;0.347;0.432;0.409;0.402;0.527;0.525;0.833
2017;3027;0.391;0.115;0.256;0.302;0.385;0.398;0.362;0.467;0.544;0.859
2017;3028;0.355;0.099;0.23;0.27;0.361;0.393;0.316;0.395;0.571;0.861
2017;3029;0.339;0.085;0.202;0.236;0.315;0.398;0.27;0.32;0.557;0.856
2017;3030;0.302;0.056;0.157;0.206;0.305;0.4;0.218;0.243;0.63;0.887
2017;3031;0.306;0.051;0.143;0.183;0.283;0.374;0.2;0.208;0.717;0.92
2017;3032;0.332;0.058;0.162;0.18;0.251;0.338;0.2;0.187;0.765;0.933
2017;3033;0.348;0.06;0.177;0.201;0.234;0.3;0.218;0.196;0.791;0.937
2017;3034;0.374;0.062;0.206;0.237;0.225;0.27;0.239;0.233;0.802;0.93
2017;3035;0.407;0.079;0.258;0.279;0.228;0.252;0.259;0.276;0.814;0.925
2017;3036;0.416;0.108;0.31;0.311;0.236;0.25;0.272;0.311;0.821;0.919
2017;3037;0.391;0.144;0.353;0.325;0.238;0.241;0.272;0.328;0.826;0.914
2017;3038;0.363;0.178;0.384;0.322;0.233;0.241;0.259;0.328;0.839;0.916
2017;3039;0.341;0.2;0.373;0.294;0.22;0.251;0.252;0.33;0.852;0.927
2017;3040;0.323;0.208;0.326;0.253;0.198;0.265;0.255;0.343;0.855;0.935
2017;3041;0.31;0.201;0.264;0.226;0.167;0.277;0.259;0.352;0.821;0.933
2017;3042;0.312;0.164;0.188;0.204;0.132;0.285;0.253;0.337;0.785;0.924
2017;3043;0.316;0.135;0.15;0.218;0.133;0.311;0.266;0.343;0.764;0.919
2017;3044;0.326;0.113;0.145;0.241;0.137;0.336;0.26;0.339;0.728;0.916
2017;3045;0.373;0.094;0.162;0.272;0.139;0.355;0.249;0.328;0.667;0.92
2017;3046;0.409;0.084;0.191;0.284;0.137;0.388;0.238;0.31;0.62;0.924
2017;3047;0.412;0.077;0.218;0.263;0.136;0.436;0.222;0.28;0.562;0.926
2017;3048;0.401;0.068;0.248;0.248;0.155;0.469;0.214;0.259;0.534;0.927
2017;3049;0.398;0.056;0.253;0.272;0.207;0.493;0.226;0.247;0.544;0.93
2017;3050;0.384;0.048;0.235;0.313;0.261;0.494;0.245;0.249;0.566;0.934
2017;3051;0.352;0.045;0.214;0.362;0.308;0.501;0.27;0.273;0.591;0.94
2017;3052;0.323;0.04;0.211;0.42;0.332;0.505;0.295;0.328;0.623;0.947
2017;3053;0.279;0.033;0.245;0.437;0.312;0.495;0.274;0.348;0.607;0.953
2017;3054;0.239;0.025;0.289;0.435;0.334;0.5;0.243;0.315;0.62;0.971
2017;3055;0.214;0.031;0.354;0.44;0.337;0.517;0.227;0.293;0.707;0.983
2017;3056;0.222;0.054;0.407;0.448;0.351;0.55;0.22;0.252;0.702;0.985
2017;3057;0.233;0.095;0.42;0.446;0.376;0.559;0.22;0.232;0.664;0.983
2017;3058;0.207;0.156;0.415;0.44;0.405;0.577;0.212;0.223;0.611;0.976
2017;3059;0.17;0.216;0.425;0.455;0.444;0.61;0.202;0.231;0.568;0.97
2017;3060;0.148;0.261;0.445;0.485;0.491;0.642;0.2;0.261;0.544;0.958
2017;3061;0.161;0.311;0.457;0.514;0.532;0.676;0.212;0.31;0.538;0.947
2017;3062;0.216;0.368;0.46;0.541;0.567;0.706;0.241;0.367;0.544;0.945
2017;3063;0.309;0.416;0.481;0.574;0.605;0.724;0.262;0.408;0.561;0.954
2017;3064;0.42;0.447;0.509;0.605;0.629;0.72;0.285;0.449;0.569;0.963
2017;3065;0.541;0.457;0.523;0.618;0.61;0.692;0.305;0.484;0.497;0.97
2017;3066;0.656;0.427;0.501;0.615;0.574;0.635;0.332;0.464;0.436;0.973
2017;3067;0.759;0.446;0.459;0.642;0.582;0.593;0.408;0.473;0.432;0.977
2017;3068;0.796;0.497;0.52;0.687;0.566;0.567;0.479;0.488;0.433;0.985
2017;3069;0.763;0.501;0.586;0.692;0.518;0.546;0.556;0.544;0.457;0.987
2017;3070;0.76;0.489;0.625;0.688;0.488;0.516;0.571;0.595;0.564;0.986
2017;3071;0.785;0.494;0.663;0.686;0.47;0.464;0.571;0.604;0.59;0.983
2017;3072;0.77;0.506;0.692;0.683;0.439;0.4;0.575;0.604;0.583;0.98
2017;3073;0.756;0.513;0.703;0.683;0.4;0.34;0.593;0.621;0.577;0.975
2017;3074;0.704;0.509;0.694;0.657;0.364;0.289;0.577;0.637;0.596;0.968
2017;3075;0.674;0.502;0.684;0.648;0.332;0.242;0.56;0.632;0.605;0.959
2017;3076;0.682;0.483;0.628;0.599;0.294;0.202;0.538;0.641;0.611;0.944
2017;3077;0.697;0.49;0.566;0.532;0.241;0.157;0.494;0.619;0.585;0.92
2017;3078;0.679;0.522;0.527;0.488;0.227;0.119;0.535;0.635;0.556;0.884
2017;3079;0.668;0.524;0.513;0.459;0.223;0.099;0.56;0.679;0.501;0.8
2017;3080;0.69;0.531;0.493;0.422;0.197;0.084;0.59;0.718;0.407;0.668
2017;3081;0.711;0.524;0.482;0.399;0.177;0.074;0.599;0.71;0.317;0.55
2017;3082;0.723;0.519;0.486;0.378;0.158;0.071;0.596;0.694;0.245;0.429
2017;3083;0.729;0.523;0.488;0.364;0.15;0.081;0.601;0.695;0.191;0.327
2017;3084;0.74;0.528;0.494;0.363;0.155;0.101;0.607;0.71;0.153;0.24
2017;3085;0.763;0.542;0.501;0.364;0.164;0.121;0.635;0.743;0.136;0.164
2017;3086;0.796;0.562;0.504;0.368;0.174;0.136;0.692;0.792;0.137;0.11
2017;3087;0.823;0.587;0.526;0.394;0.189;0.152;0.746;0.833;0.148;0.068
2017;3088;0.822;0.606;0.56;0.435;0.212;0.171;0.759;0.842;0.17;0.038
2017;3089;0.792;0.593;0.591;0.488;0.247;0.196;0.73;0.817;0.168;0.022
2017;3090;0.726;0.592;0.618;0.557;0.323;0.238;0.702;0.792;0.118;0.031
2017;3091;0.712;0.637;0.674;0.639;0.42;0.291;0.706;0.794;0.083;0.041
2017;3092;0.736;0.619;0.698;0.669;0.46;0.294;0.683;0.785;0.09;0.034
2017;3093;0.756;0.6;0.683;0.666;0.454;0.272;0.7;0.82;0.163;0.011
2017;3094;0.766;0.563;0.661;0.651;0.432;0.235;0.693;0.796;0.242;0.016
2017;3095;0.757;0.539;0.638;0.63;0.41;0.198;0.649;0.683;0.24;0.07
2017;3096;0.725;0.507;0.62;0.606;0.386;0.168;0.601;0.608;0.261;0.156
2017;3097;0.713;0.469;0.604;0.59;0.368;0.152;0.582;0.571;0.323;0.262
2017;3098;0.725;0.424;0.581;0.568;0.341;0.149;0.561;0.556;0.395;0.374
2017;3099;0.754;0.391;0.56;0.541;0.311;0.148;0.528;0.555;0.405;0.47
2017;3100;0.755;0.399;0.541;0.513;0.291;0.137;0.481;0.544;0.361;0.511
2017;3101;0.75;0.382;0.483;0.457;0.243;0.118;0.426;0.482;0.296;0.498
2017;3102;0.691;0.334;0.395;0.375;0.185;0.099;0.349;0.386;0.251;0.497
2017;3103;0.7;0.371;0.409;0.386;0.188;0.086;0.313;0.374;0.33;0.511
2017;3104;0.65;0.544;0.484;0.382;0.175;0.071;0.33;0.337;0.41;0.501
2017;3105;0.569;0.592;0.51;0.407;0.165;0.06;0.295;0.291;0.482;0.512
2017;3106;0.519;0.574;0.516;0.424;0.169;0.063;0.277;0.354;0.559;0.576
2017;3107;0.503;0.535;0.507;0.433;0.179;0.079;0.305;0.488;0.612;0.669
2017;3108;0.5;0.484;0.481;0.421;0.177;0.103;0.347;0.559;0.597;0.718
2017;3109;0.509;0.433;0.453;0.398;0.162;0.12;0.367;0.578;0.567;0.726
2017;3110;0.505;0.386;0.44;0.388;0.149;0.131;0.355;0.55;0.547;0.722
2017;3111;0.466;0.344;0.428;0.398;0.145;0.142;0.32;0.519;0.54;0.704
2017;3112;0.43;0.324;0.414;0.428;0.159;0.163;0.282;0.484;0.524;0.661
2017;3113;0.373;0.309;0.407;0.458;0.195;0.226;0.272;0.454;0.455;0.578
2017;3114;0.268;0.3;0.454;0.52;0.278;0.328;0.28;0.479;0.35;0.503
2017;3115;0.225;0.308;0.522;0.581;0.376;0.416;0.32;0.586;0.264;0.516
2017;3116;0.232;0.295;0.56;0.624;0.44;0.445;0.381;0.698;0.205;0.526
2017;3117;0.249;0.273;0.583;0.658;0.473;0.448;0.465;0.78;0.233;0.565
2017;3118;0.225;0.272;0.57;0.661;0.479;0.447;0.494;0.752;0.322;0.642
2017;3119;0.195;0.276;0.525;0.626;0.464;0.434;0.503;0.724;0.343;0.739
2017;3120;0.211;0.245;0.47;0.561;0.428;0.415;0.544;0.704;0.373;0.811
2017;3121;0.295;0.217;0.425;0.484;0.374;0.389;0.586;0.715;0.459;0.837
2017;3122;0.403;0.223;0.409;0.423;0.315;0.364;0.58;0.659;0.483;0.851
2017;3123;0.441;0.251;0.398;0.376;0.267;0.338;0.574;0.688;0.591;0.878
2017;3124;0.444;0.264;0.402;0.334;0.227;0.31;0.672;0.722;0.7;0.908
2017;3125;0.465;0.249;0.364;0.294;0.185;0.248;0.681;0.653;0.722;0.92
2017;3126;0.513;0.191;0.279;0.227;0.114;0.16;0.592;0.599;0.763;0.958
2017;3127;0.529;0.215;0.291;0.225;0.084;0.132;0.566;0.655;0.882;0.969
2017;3128;0.583;0.26;0.364;0.281;0.107;0.16;0.663;0.733;0.928;0.971
2017;3129;0.724;0.264;0.432;0.352;0.15;0.189;0.666;0.724;0.93;0.973
2017;3130;0.806;0.294;0.468;0.403;0.192;0.182;0.596;0.772;0.908;0.97
2017;3131;0.797;0.352;0.444;0.376;0.187;0.164;0.566;0.837;0.872;0.964
2017;3132;0.777;0.362;0.395;0.323;0.151;0.133;0.591;0.856;0.827;0.947
2017;3133;0.791;0.316;0.368;0.315;0.135;0.097;0.587;0.826;0.763;0.915
2017;3134;0.813;0.266;0.363;0.337;0.141;0.068;0.558;0.77;0.655;0.862
2017;3135;0.78;0.236;0.389;0.353;0.144;0.057;0.494;0.682;0.506;0.792
2017;3136;0.677;0.232;0.441;0.371;0.14;0.054;0.379;0.532;0.358;0.718
2017;3137;0.513;0.274;0.467;0.391;0.154;0.066;0.275;0.363;0.273;0.641
2017;3138;0.37;0.386;0.502;0.41;0.185;0.09;0.223;0.225;0.244;0.573
2017;3139;0.43;0.508;0.544;0.445;0.231;0.13;0.225;0.16;0.265;0.578
2017;3140;0.578;0.506;0.609;0.478;0.27;0.214;0.221;0.117;0.271;0.623
2017;3141;0.687;0.448;0.663;0.528;0.306;0.324;0.243;0.127;0.244;0.636
2017;3142;0.741;0.388;0.68;0.575;0.326;0.4;0.265;0.17;0.209;0.625
2017;3143;0.767;0.38;0.687;0.625;0.356;0.42;0.258;0.237;0.188;0.608
2017;3144;0.772;0.439;0.654;0.655;0.398;0.406;0.228;0.348;0.175;0.582
2017;3145;0.757;0.536;0.578;0.632;0.41;0.347;0.186;0.466;0.145;0.55
2017;3146;0.724;0.578;0.555;0.583;0.398;0.328;0.137;0.48;0.128;0.52
2017;3147;0.677;0.579;0.601;0.554;0.377;0.334;0.099;0.46;0.152;0.507
2017;3148;0.663;0.573;0.653;0.58;0.379;0.41;0.108;0.481;0.192;0.516
2017;3149;0.668;0.547;0.644;0.607;0.377;0.395;0.158;0.499;0.21;0.503
2017;3150;0.636;0.527;0.63;0.617;0.379;0.33;0.192;0.457;0.205;0.525
2017;3151;0.673;0.567;0.72;0.683;0.476;0.341;0.233;0.513;0.193;0.562
2017;3152;0.699;0.618;0.77;0.753;0.551;0.43;0.283;0.538;0.181;0.587
2017;3153;0.73;0.674;0.804;0.788;0.592;0.498;0.352;0.581;0.144;0.595
2017;3154;0.753;0.706;0.819;0.794;0.614;0.519;0.438;0.649;0.088;0.567
2017;3155;0.77;0.707;0.824;0.79;0.611;0.54;0.496;0.675;0.045;0.519
2017;3156;0.777;0.684;0.82;0.774;0.592;0.566;0.498;0.647;0.021;0.464
2017;3157;0.77;0.644;0.806;0.751;0.561;0.571;0.48;0.593;0.008;0.407
2017;3158;0.759;0.595;0.785;0.718;0.519;0.521;0.447;0.525;0.004;0.362
2017;3159;0.739;0.537;0.747;0.668;0.453;0.431;0.4;0.432;0.003;0.357
2017;3160;0.707;0.447;0.679;0.613;0.385;0.334;0.34;0.327;0.003;0.348
2017;3161;0.672;0.34;0.54;0.525;0.313;0.311;0.278;0.243;0.014;0.317
2017;3162;0.603;0.235;0.454;0.481;0.314;0.337;0.223;0.186;0.039;0.271
2017;3163;0.579;0.208;0.455;0.479;0.351;0.362;0.228;0.192;0.055;0.223
2017;3164;0.583;0.213;0.483;0.484;0.366;0.365;0.259;0.221;0.044;0.177
2017;3165;0.572;0.25;0.548;0.532;0.379;0.367;0.305;0.259;0.019;0.125
2017;3166;0.559;0.285;0.592;0.579;0.4;0.362;0.352;0.297;0.003;0.07
2017;3167;0.573;0.314;0.58;0.58;0.41;0.35;0.395;0.361;0.012;0.04
2017;3168;0.614;0.354;0.555;0.593;0.419;0.34;0.448;0.467;0.054;0.029
2017;3169;0.635;0.386;0.527;0.574;0.416;0.332;0.501;0.571;0.112;0.026
2017;3170;0.648;0.403;0.523;0.545;0.404;0.332;0.498;0.603;0.164;0.048
2017;3171;0.672;0.412;0.559;0.533;0.386;0.339;0.427;0.502;0.203;0.077
2017;3172;0.657;0.42;0.6;0.538;0.376;0.346;0.323;0.343;0.236;0.104
2017;3173;0.58;0.375;0.58;0.559;0.367;0.311;0.229;0.204;0.237;0.122
2017;3174;0.482;0.31;0.574;0.583;0.364;0.302;0.181;0.148;0.179;0.106
2017;3175;0.509;0.366;0.613;0.63;0.442;0.344;0.166;0.15;0.118;0.078
2017;3176;0.554;0.41;0.643;0.655;0.488;0.41;0.181;0.173;0.054;0.056
2017;3177;0.589;0.464;0.644;0.655;0.501;0.469;0.218;0.201;0.015;0.087
2017;3178;0.611;0.531;0.635;0.642;0.507;0.528;0.251;0.235;0.002;0.134
2017;3179;0.635;0.593;0.63;0.63;0.505;0.583;0.274;0.283;0.003;0.146
2017;3180;0.656;0.636;0.625;0.601;0.483;0.615;0.284;0.312;0.009;0.131
2017;3181;0.673;0.666;0.601;0.55;0.442;0.62;0.278;0.309;0.015;0.104
2017;3182;0.676;0.694;0.571;0.466;0.388;0.605;0.255;0.275;0.022;0.084
2017;3183;0.682;0.722;0.544;0.376;0.318;0.587;0.234;0.233;0.035;0.082
2017;3184;0.685;0.75;0.504;0.298;0.224;0.53;0.212;0.188;0.061;0.083
2017;3185;0.701;0.755;0.435;0.233;0.13;0.394;0.184;0.137;0.089;0.087
2017;3186;0.718;0.725;0.395;0.227;0.088;0.251;0.163;0.093;0.136;0.106
2017;3187;0.774;0.713;0.459;0.286;0.112;0.181;0.18;0.083;0.183;0.113
2017;3188;0.842;0.75;0.569;0.396;0.181;0.16;0.223;0.113;0.202;0.093
2017;3189;0.879;0.802;0.666;0.546;0.288;0.186;0.272;0.173;0.218;0.071
2017;3190;0.895;0.827;0.716;0.645;0.394;0.246;0.311;0.233;0.252;0.055
2017;3191;0.894;0.781;0.792;0.709;0.448;0.324;0.341;0.265;0.317;0.038
2017;3192;0.894;0.691;0.873;0.765;0.467;0.386;0.405;0.266;0.382;0.019
2017;3193;0.87;0.568;0.86;0.768;0.472;0.428;0.473;0.273;0.43;0.015
2017;3194;0.795;0.448;0.8;0.749;0.504;0.456;0.454;0.219;0.434;0.021
2017;3195;0.68;0.379;0.744;0.748;0.523;0.471;0.364;0.141;0.401;0.022
2017;3196;0.58;0.352;0.703;0.806;0.629;0.5;0.3;0.104;0.375;0.025
2017;3197;0.465;0.302;0.666;0.756;0.584;0.45;0.219;0.069;0.334;0.033
2017;3198;0.352;0.224;0.593;0.725;0.532;0.488;0.136;0.038;0.225;0.038
2017;3199;0.306;0.251;0.532;0.692;0.583;0.591;0.093;0.019;0.14;0.046
2017;3200;0.274;0.262;0.497;0.645;0.597;0.672;0.084;0.011;0.082;0.045
2017;3201;0.262;0.254;0.459;0.586;0.55;0.673;0.084;0.017;0.046;0.054
2017;3202;0.278;0.252;0.423;0.528;0.488;0.644;0.085;0.027;0.032;0.069
2017;3203;0.31;0.272;0.388;0.481;0.436;0.613;0.08;0.035;0.025;0.101
2017;3204;0.311;0.281;0.386;0.451;0.397;0.587;0.068;0.036;0.03;0.137
2017;3205;0.297;0.294;0.384;0.435;0.367;0.58;0.051;0.039;0.045;0.159
2017;3206;0.28;0.302;0.356;0.402;0.332;0.574;0.031;0.034;0.057;0.172
2017;3207;0.251;0.291;0.318;0.355;0.295;0.563;0.018;0.02;0.068;0.181
2017;3208;0.197;0.272;0.25;0.293;0.256;0.542;0.011;0.017;0.092;0.208
2017;3209;0.156;0.242;0.147;0.188;0.192;0.491;0.009;0.024;0.117;0.248
2017;3210;0.134;0.215;0.055;0.092;0.116;0.428;0.019;0.063;0.156;0.295
2017;3211;0.152;0.246;0.01;0.033;0.066;0.422;0.049;0.148;0.223;0.355
2017;3212;0.233;0.325;0.022;0.01;0.026;0.421;0.123;0.294;0.294;0.401
2017;3213;0.341;0.395;0.118;0.047;0.009;0.4;0.243;0.491;0.404;0.445
2017;3214;0.483;0.444;0.286;0.178;0.03;0.347;0.371;0.62;0.523;0.466
2017;3215;0.603;0.484;0.436;0.362;0.098;0.291;0.466;0.635;0.614;0.466
2017;3216;0.647;0.495;0.506;0.525;0.215;0.244;0.51;0.617;0.649;0.505
2017;3217;0.63;0.536;0.541;0.605;0.35;0.213;0.491;0.588;0.639;0.564
2017;3218;0.583;0.543;0.578;0.626;0.442;0.228;0.437;0.535;0.594;0.615
2017;3219;0.532;0.571;0.587;0.603;0.45;0.28;0.386;0.469;0.552;0.618
2017;3220;0.55;0.578;0.588;0.598;0.446;0.342;0.355;0.425;0.529;0.589
2017;3221;0.599;0.618;0.586;0.605;0.428;0.337;0.329;0.391;0.466;0.527
2017;3222;0.586;0.643;0.582;0.568;0.394;0.327;0.278;0.32;0.309;0.449
2017;3223;0.51;0.614;0.556;0.517;0.347;0.344;0.241;0.296;0.265;0.498
2017;3224;0.485;0.642;0.578;0.543;0.337;0.438;0.237;0.31;0.209;0.578
2017;3225;0.478;0.705;0.635;0.58;0.345;0.448;0.238;0.296;0.151;0.618
2017;3226;0.472;0.733;0.684;0.601;0.32;0.399;0.218;0.268;0.103;0.624
2017;3227;0.481;0.733;0.697;0.62;0.31;0.355;0.196;0.243;0.072;0.63
2017;3228;0.503;0.708;0.687;0.628;0.317;0.35;0.167;0.202;0.055;0.651
2017;3229;0.517;0.694;0.672;0.611;0.332;0.374;0.133;0.147;0.042;0.659
2017;3230;0.495;0.686;0.65;0.58;0.341;0.389;0.097;0.1;0.033;0.661
2017;3231;0.422;0.668;0.606;0.534;0.335;0.364;0.067;0.07;0.027;0.668
2017;3232;0.302;0.624;0.511;0.457;0.294;0.309;0.042;0.058;0.029;0.679
2017;3233;0.182;0.548;0.407;0.374;0.23;0.301;0.029;0.058;0.039;0.663
2017;3234;0.1;0.446;0.387;0.348;0.236;0.364;0.026;0.077;0.051;0.619
2017;3235;0.061;0.384;0.432;0.373;0.283;0.444;0.033;0.119;0.032;0.601
2017;3236;0.039;0.358;0.498;0.438;0.332;0.491;0.059;0.184;0.015;0.564
2017;3237;0.025;0.34;0.541;0.526;0.386;0.514;0.091;0.241;0.054;0.547
2017;3238;0.015;0.33;0.532;0.583;0.419;0.521;0.121;0.277;0.1;0.535
2017;3239;0.01;0.337;0.49;0.59;0.442;0.516;0.147;0.291;0.167;0.5
2017;3240;0.01;0.367;0.449;0.565;0.444;0.498;0.158;0.289;0.238;0.43
2017;3241;0.017;0.402;0.448;0.532;0.426;0.479;0.158;0.289;0.325;0.355
2017;3242;0.029;0.429;0.494;0.525;0.401;0.464;0.154;0.289;0.418;0.311
2017;3243;0.043;0.447;0.549;0.548;0.388;0.441;0.158;0.297;0.467;0.297
2017;3244;0.053;0.463;0.585;0.574;0.387;0.407;0.167;0.308;0.479;0.323
2017;3245;0.059;0.43;0.551;0.556;0.354;0.337;0.167;0.302;0.449;0.311
2017;3246;0.054;0.341;0.426;0.454;0.254;0.264;0.131;0.223;0.343;0.26
